,cpu_rate,cpu_rate,canonical_memory_usage
,mean,max,mean
start_time,,,
1970-01-01 00:10:00,0.016733242292039076,0.479,0.020487628127599435
1970-01-01 00:11:00,0.020117819532396566,0.2378,0.009224973770491803
1970-01-01 00:12:00,0.00414232229073857,0.2141,0.0022921250747245017
1970-01-01 00:13:00,0.039988744269541784,0.2173,0.008034746250673856
1970-01-01 00:14:00,0.008387930013228607,0.2686,0.004221503276147168
1970-01-01 00:15:00,0.017146670757696506,0.4443,0.02004918425811768
1970-01-01 00:16:00,0.00793593658376333,0.2319,0.004059130677674578
1970-01-01 00:17:00,0.014169275604770017,0.2102,0.008244422393526405
1970-01-01 00:18:00,0.010315877341836734,0.2158,0.005711179355102041
1970-01-01 00:19:00,0.022646445067551268,0.2412,0.006330379613992763
1970-01-01 00:20:00,0.017180765205179298,0.4497,0.020398022001720896
1970-01-01 00:21:00,0.0178833331366322,0.2451,0.010116553313884785
1970-01-01 00:22:00,0.008713551088281868,0.2056,0.005149788958828187
1970-01-01 00:23:00,0.019427972979869066,0.2395,0.0039776932438625205
1970-01-01 00:24:00,0.007408619107602556,0.4326,0.0015640103290119455
1970-01-01 00:25:00,0.021219480605815015,0.4341,0.019846459118174453
1970-01-01 00:26:00,0.005863811391084414,0.1995,0.0035029048330698703
1970-01-01 00:27:00,0.011389018465849386,0.1494,0.005396952313134851
1970-01-01 00:28:00,0.0034043419537815125,0.1934,0.0017381901207983192
1970-01-01 00:29:00,0.0038002629495334224,0.229,0.0019712376850123787
1970-01-01 00:30:00,0.019572473933694542,0.4292,0.019331093111160418
1970-01-01 00:31:00,0.012569163645911477,0.1953,0.006636209207051763
1970-01-01 00:32:00,0.017222156951729687,0.22,0.009534214165728078
1970-01-01 00:33:00,0.015805460562500002,0.2231,0.00824080320859375
1970-01-01 00:34:00,0.010223640812531328,0.2891,0.006033993609022556
1970-01-01 00:35:00,0.01912760250586011,0.46,0.019487466832425464
1970-01-01 00:36:00,0.03339638061659147,0.2366,0.006171124662764189
1970-01-01 00:37:00,0.01893257092978805,0.2495,0.0038346345841422207
1970-01-01 00:38:00,0.01943259881509434,0.166,0.007107487132075471
1970-01-01 00:39:00,0.017394101942110177,0.2239,0.00721364878618114
1970-01-01 00:40:00,0.018407460782167935,0.4829,0.019336020322835736
1970-01-01 00:41:00,0.010111092676573265,0.2471,0.0030825551010565
1970-01-01 00:42:00,0.011628815061631805,0.231,0.003631051171802651
1970-01-01 00:43:00,0.007924516295409181,0.2136,0.003953289857085829
1970-01-01 00:44:00,0.006007552584892585,0.2346,0.002062857532224532
1970-01-01 00:45:00,0.01671791389453454,0.5146,0.01984877725863223
1970-01-01 00:46:00,0.00659779608045977,0.2012,0.002946659228735632
1970-01-01 00:47:00,0.005125763455687489,0.2039,0.002162889081741525
1970-01-01 00:48:00,0.00460995131424227,0.2017,0.0025610474505828686
1970-01-01 00:49:00,0.003376234975407714,0.2312,0.002159311765467253
1970-01-01 00:50:00,0.01707637204889107,0.4551,0.02062213519312522
1970-01-01 00:51:00,0.004058951183910718,0.2014,0.0020456154212973726
1970-01-01 00:52:00,0.0059167939139603545,0.1875,0.0034961047747785745
1970-01-01 00:53:00,0.010488882307692307,0.241,0.007438979703962704
1970-01-01 00:54:00,0.004487374247401944,0.2449,0.002780395119242373
1970-01-01 00:55:00,0.01900117664277718,0.4292,0.021375937662662815
1970-01-01 00:56:00,0.013219022771684944,0.199,0.009105771587238286
1970-01-01 00:57:00,0.0062557617672517425,0.1836,0.0021101795501322434
1970-01-01 00:58:00,0.008649363920157067,0.209,0.00522875537565445
1970-01-01 00:59:00,0.013741842321641613,0.1709,0.0023389866523502744
1970-01-01 01:00:00,0.02021838528820817,0.4292,0.021342348392562757
1970-01-01 01:01:00,0.004869732588671255,0.188,0.003530667485442033
1970-01-01 01:02:00,0.01379010643437863,0.2529,0.009221660069686412
1970-01-01 01:03:00,0.021416014218436877,0.2192,0.013975108613226454
1970-01-01 01:04:00,0.006594242322936478,0.2656,0.003496636561430202
1970-01-01 01:05:00,0.01952486172824794,0.4731,0.02128807378438253
1970-01-01 01:06:00,0.004693418259947644,0.2087,0.0026738372824607333
1970-01-01 01:07:00,0.0052496424227110585,0.1907,0.0029587265835315096
1970-01-01 01:08:00,0.012540835973831776,0.1687,0.005490013900311526
1970-01-01 01:09:00,0.010921650149394347,0.3125,0.006820114106998654
1970-01-01 01:10:00,0.018248247517637952,0.4399,0.020825498111413737
1970-01-01 01:11:00,0.01008003812289855,0.198,0.0065292696179710145
1970-01-01 01:12:00,0.003387947762291385,0.2129,0.0018134170904375282
1970-01-01 01:13:00,0.02964133861745514,0.2212,0.0070384965999184335
1970-01-01 01:14:00,0.02192294165669014,0.2812,0.014393055774119716
1970-01-01 01:15:00,0.0176670105866868,0.4893,0.021247756994108875
1970-01-01 01:16:00,0.0050199813030379105,0.2007,0.002281136500125534
1970-01-01 01:17:00,0.01487507263355834,0.2222,0.009184778860173578
1970-01-01 01:18:00,0.02137664932379714,0.2173,0.01477360589336801
1970-01-01 01:19:00,0.010957248404669261,0.189,0.007443810809338522
1970-01-01 01:20:00,0.016373505310031556,0.4507,0.02098764506183241
1970-01-01 01:21:00,0.026504219240425533,0.2161,0.006472383418723404
1970-01-01 01:22:00,0.009819270221030043,0.2144,0.004412848108522379
1970-01-01 01:23:00,0.012854448052713179,0.207,0.004750757942015504
1970-01-01 01:24:00,0.008668903580490725,0.2524,0.0057738886774386594
1970-01-01 01:25:00,0.01584948138605238,0.5166,0.020369183853280657
1970-01-01 01:26:00,0.0056738404017152655,0.2122,0.003755851094339623
1970-01-01 01:27:00,0.0085332492870844,0.2021,0.006091382471227621
1970-01-01 01:28:00,0.011612122885416668,0.1787,0.008676473100961538
1970-01-01 01:29:00,0.0033087347634844872,0.2188,0.0019281619231503579
1970-01-01 01:30:00,0.015094017517833543,0.5332,0.020175968947590602
1970-01-01 01:31:00,0.010255624106929508,0.1987,0.009732839014336917
1970-01-01 01:32:00,0.011703291175521144,0.2183,0.006016279146515782
1970-01-01 01:33:00,0.0124585606736712,0.2129,0.00693669864276885
1970-01-01 01:34:00,0.016628923125458547,0.2314,0.007608469862068966
1970-01-01 01:35:00,0.014976069886575408,0.4341,0.02024783870249104
1970-01-01 01:36:00,0.01175643515569168,0.1489,0.006306761526288923
1970-01-01 01:37:00,0.06208241344216934,0.2114,0.011726946659103486
1970-01-01 01:38:00,0.021972660979532162,0.1885,0.013313310804093568
1970-01-01 01:39:00,0.023776009662921347,0.2083,0.012918718422752808
1970-01-01 01:40:00,0.015486679412702032,0.4678,0.020228656184472005
1970-01-01 01:41:00,0.014708824145261293,0.177,0.008348003074402125
1970-01-01 01:42:00,0.00989215257142857,0.2842,0.005202489119437939
1970-01-01 01:43:00,0.011001085298730397,0.2043,0.005512544499626587
1970-01-01 01:44:00,0.008705585243266725,0.2205,0.003904159400086881
1970-01-01 01:45:00,0.01465302938353746,0.4346,0.019722631607413537
1970-01-01 01:46:00,0.010224241717831484,0.1921,0.006631565114304377
1970-01-01 01:47:00,0.01198301333121424,0.3159,0.009113643383979656
1970-01-01 01:48:00,0.017585024134419553,0.2102,0.012164768380855397
1970-01-01 01:49:00,0.020686570055370983,0.2161,0.012470043820598006
1970-01-01 01:50:00,0.015696645283057364,0.4683,0.02028934591246393
1970-01-01 01:51:00,0.015280569682397003,0.1907,0.009922961750561798
1970-01-01 01:52:00,0.019365688351288057,0.1921,0.005651361740827479
1970-01-01 01:53:00,0.042460017999475345,0.198,0.009268447983735571
1970-01-01 01:54:00,0.019004296322608694,0.2695,0.010662379373913044
1970-01-01 01:55:00,0.016822474276850203,0.4736,0.020493859300238736
1970-01-01 01:56:00,0.022649943202195794,0.165,0.012976275791399818
1970-01-01 01:57:00,0.01902504455670103,0.1785,0.010391977237113404
1970-01-01 01:58:00,0.02852230556,0.2114,0.011197992859999999
1970-01-01 01:59:00,0.018676735230166504,0.2048,0.010333377587659159
1970-01-01 02:00:00,0.0166226996414057,0.4331,0.020525696297603473
1970-01-01 02:01:00,0.01692188861563786,0.187,0.010269874930041152
1970-01-01 02:02:00,0.01636465870487805,0.2024,0.010258172436585366
1970-01-01 02:03:00,0.018644927498539434,0.1855,0.011426653982473223
1970-01-01 02:04:00,0.01517886720046802,0.3164,0.009470405193447738
1970-01-01 02:05:00,0.01638021850425445,0.4463,0.020530278428205245
1970-01-01 02:06:00,0.010480929765964913,0.2075,0.0055289093238596486
1970-01-01 02:07:00,0.018881478564547208,0.2017,0.011088893601156068
1970-01-01 02:08:00,0.018378946376552793,0.1543,0.009301753229813664
1970-01-01 02:09:00,0.0163242225064,0.2109,0.009333520808
1970-01-01 02:10:00,0.017317019372567834,0.457,0.020602312945009253
1970-01-01 02:11:00,0.009829657294949496,0.2019,0.00498682918047138
1970-01-01 02:12:00,0.022130180197721727,0.2039,0.011457413807973963
1970-01-01 02:13:00,0.0224117311028632,0.2163,0.013148740212089078
1970-01-01 02:14:00,0.014100757014667818,0.2261,0.00870017449525453
1970-01-01 02:15:00,0.01711714372422821,0.4863,0.020524154622772666
1970-01-01 02:16:00,0.019708020626081707,0.2124,0.00390815825518213
1970-01-01 02:17:00,0.03498399637532134,0.197,0.010078156358183377
1970-01-01 02:18:00,0.013998556734939757,0.21,0.006791945445783132
1970-01-01 02:19:00,0.005298236147740307,0.1924,0.002168503227804542
1970-01-01 02:20:00,0.01742479203435123,0.4331,0.020407068273317303
1970-01-01 02:21:00,0.02232359022160665,0.2405,0.010596138682825485
1970-01-01 02:22:00,0.007407462972714217,0.2009,0.004437755189085687
1970-01-01 02:23:00,0.011745367579558652,0.21,0.0028397674290360046
1970-01-01 02:24:00,0.02214212782889427,0.3047,0.006623950104923324
1970-01-01 02:25:00,0.016227245068393202,0.4668,0.020199850281950232
1970-01-01 02:26:00,0.021100688088291745,0.4414,0.00624647896353167
1970-01-01 02:27:00,0.010315072648060941,0.1787,0.004979662416897506
1970-01-01 02:28:00,0.007454279820189274,0.2231,0.003307490013669821
1970-01-01 02:29:00,0.007379994108651912,0.2131,0.003811058613279678
1970-01-01 02:30:00,0.016086878232968404,0.4307,0.02014861651288287
1970-01-01 02:31:00,0.008678399679324895,0.2158,0.003759206224894515
1970-01-01 02:32:00,0.01251671589991929,0.1978,0.007446134322841001
1970-01-01 02:33:00,0.01513677,0.2053,0.009204319783967704
1970-01-01 02:34:00,0.01586770398138573,0.3062,0.009284686897621509
1970-01-01 02:35:00,0.016121300605146986,0.4312,0.02045203875387521
1970-01-01 02:36:00,0.014420431082494968,0.2268,0.008821844204225352
1970-01-01 02:37:00,0.014636101366303438,0.2224,0.007576832984073764
1970-01-01 02:38:00,0.023044315259975814,0.2344,0.009699600956469165
1970-01-01 02:39:00,0.0239046589279732,0.3594,0.014228926783919599
1970-01-01 02:40:00,0.016192510649671997,0.479,0.020469420300178003
1970-01-01 02:41:00,0.014701135380989789,0.2183,0.009114750793401414
1970-01-01 02:42:00,0.020856701850877193,0.5498,0.011747127201754385
1970-01-01 02:43:00,0.01654735189767442,0.2373,0.009257348716279071
1970-01-01 02:44:00,0.014747765937056737,0.2461,0.007924536728723404
1970-01-01 02:45:00,0.015595370601976523,0.4912,0.020529570114795663
1970-01-01 02:46:00,0.015960643400758534,0.1851,0.010175629759797723
1970-01-01 02:47:00,0.013096348940520447,0.1467,0.008703325068153656
1970-01-01 02:48:00,0.009035526180904523,0.2317,0.0052309183584589615
1970-01-01 02:49:00,0.010422517748208801,0.2078,0.003917679307574207
1970-01-01 02:50:00,0.015171762877463628,0.4404,0.020077846475093745
1970-01-01 02:51:00,0.0098311085181859,0.2031,0.004988595584643018
1970-01-01 02:52:00,0.010439285384047267,0.2209,0.005164674387001477
1970-01-01 02:53:00,0.007333466374695863,0.2407,0.004967497035036497
1970-01-01 02:54:00,0.008376340944328462,0.2195,0.005969165379262352
1970-01-01 02:55:00,0.016293792313787473,0.7061,0.020392799420747752
1970-01-01 02:56:00,0.010174873567753002,0.1843,0.007453149022298456
1970-01-01 02:57:00,0.013902732985365852,0.2095,0.008377894570731707
1970-01-01 02:58:00,0.025244667359836902,0.1926,0.0046722321226639486
1970-01-01 02:59:00,0.025142928532544382,0.2476,0.00884051607218935
1970-01-01 03:00:00,0.01720026598280651,0.5127,0.020756352934899466
1970-01-01 03:01:00,0.012799972255639098,0.2063,0.008639483769065521
1970-01-01 03:02:00,0.009198691924882629,0.1819,0.005969078054996647
1970-01-01 03:03:00,0.007969169553064275,0.2063,0.004183864714499252
1970-01-01 03:04:00,0.011747897320069204,0.2588,0.0067169730397923875
1970-01-01 03:05:00,0.01639801949065251,0.4893,0.02092678830272711
1970-01-01 03:06:00,0.012838003639240507,0.1907,0.008789361404008439
1970-01-01 03:07:00,0.009626853712765957,0.1677,0.006547273292553192
1970-01-01 03:08:00,0.00827369875074184,0.2109,0.005922294985163205
1970-01-01 03:09:00,0.01259753163265306,0.2234,0.007630716445578231
1970-01-01 03:10:00,0.01669530578296749,0.5039,0.020859030057402042
1970-01-01 03:11:00,0.013912661308615048,0.2056,0.008464519585605235
1970-01-01 03:12:00,0.013237819114678898,0.2117,0.009352256559633027
1970-01-01 03:13:00,0.015456156834886816,0.2251,0.009879960466045274
1970-01-01 03:14:00,0.010852041768673718,0.2461,0.007125312758340114
1970-01-01 03:15:00,0.016853825521756436,0.5137,0.020952943860363664
1970-01-01 03:16:00,0.01887718444375,0.1941,0.0097643121375
